1854/01,-0.352,-0.396,-0.281,-0.505,-0.199,-0.661,-0.042,-0.510,-0.182,-0.697,0.003
1854/02,-0.274,-0.323,-0.211,-0.425,-0.122,-0.570,0.023,-0.436,-0.107,-0.610,0.067
1854/03,-0.271,-0.331,-0.221,-0.423,-0.118,-0.486,-0.055,-0.433,-0.105,-0.540,0.002
1854/04,-0.346,-0.405,-0.277,-0.511,-0.180,-0.556,-0.136,-0.522,-0.167,-0.620,-0.070
1854/05,-0.228,-0.289,-0.177,-0.389,-0.067,-0.463,0.007,-0.401,-0.061,-0.521,0.059
1854/06,-0.209,-0.268,-0.156,-0.361,-0.058,-0.393,-0.025,-0.372,-0.049,-0.455,0.034
1854/07,-0.230,-0.279,-0.174,-0.390,-0.070,-0.460,0.001,-0.396,-0.059,-0.513,0.058
1854/08,-0.167,-0.218,-0.120,-0.308,-0.027,-0.441,0.107,-0.319,-0.020,-0.482,0.143
1854/09,-0.114,-0.172,-0.062,-0.265,0.037,-0.390,0.162,-0.273,0.047,-0.432,0.206
1854/10,-0.193,-0.250,-0.133,-0.339,-0.047,-0.434,0.048,-0.347,-0.033,-0.478,0.098
1854/11,-0.366,-0.415,-0.314,-0.510,-0.223,-0.587,-0.145,-0.517,-0.209,-0.633,-0.094
1854/12,-0.229,-0.292,-0.172,-0.377,-0.081,-0.496,0.038,-0.390,-0.070,-0.541,0.082
1855/01,-0.151,-0.200,-0.083,-0.296,-0.007,-0.490,0.188,-0.304,0.008,-0.522,0.224
1855/02,-0.393,-0.440,-0.329,-0.534,-0.252,-0.678,-0.107,-0.542,-0.232,-0.713,-0.063
1855/03,-0.298,-0.357,-0.243,-0.448,-0.149,-0.551,-0.046,-0.458,-0.136,-0.596,0.003
1855/04,-0.219,-0.275,-0.150,-0.364,-0.074,-0.437,-0.000,-0.376,-0.060,-0.488,0.052
1855/05,-0.339,-0.400,-0.287,-0.489,-0.189,-0.558,-0.120,-0.502,-0.182,-0.613,-0.071
1855/06,-0.163,-0.226,-0.107,-0.312,-0.014,-0.352,0.025,-0.325,-0.006,-0.412,0.081
1855/07,-0.273,-0.323,-0.213,-0.419,-0.127,-0.473,-0.073,-0.427,-0.116,-0.525,-0.018
1855/08,-0.162,-0.214,-0.109,-0.298,-0.026,-0.448,0.123,-0.311,-0.018,-0.486,0.157
1855/09,-0.327,-0.383,-0.270,-0.471,-0.184,-0.600,-0.055,-0.479,-0.171,-0.638,-0.012
1855/10,-0.211,-0.269,-0.150,-0.355,-0.067,-0.465,0.042,-0.365,-0.053,-0.506,0.089
1855/11,-0.202,-0.254,-0.147,-0.349,-0.054,-0.436,0.033,-0.359,-0.040,-0.484,0.085
1855/12,-0.480,-0.542,-0.417,-0.627,-0.332,-0.775,-0.185,-0.640,-0.318,-0.815,-0.143
1856/01,-0.129,-0.179,-0.059,-0.278,0.019,-0.526,0.268,-0.285,0.036,-0.554,0.303
1856/02,-0.367,-0.417,-0.304,-0.511,-0.222,-0.676,-0.058,-0.521,-0.203,-0.710,-0.015
1856/03,-0.510,-0.580,-0.459,-0.658,-0.363,-0.762,-0.259,-0.671,-0.351,-0.809,-0.213
1856/04,-0.362,-0.427,-0.296,-0.509,-0.215,-0.580,-0.145,-0.525,-0.203,-0.635,-0.094
1856/05,-0.118,-0.176,-0.066,-0.269,0.033,-0.336,0.101,-0.283,0.040,-0.393,0.150
1856/06,-0.300,-0.361,-0.247,-0.451,-0.149,-0.493,-0.107,-0.465,-0.142,-0.555,-0.052
1856/07,-0.311,-0.367,-0.249,-0.461,-0.161,-0.540,-0.081,-0.470,-0.150,-0.590,-0.030
1856/08,-0.311,-0.361,-0.260,-0.456,-0.167,-0.603,-0.020,-0.465,-0.158,-0.641,0.018
1856/09,-0.452,-0.506,-0.398,-0.600,-0.305,-0.727,-0.177,-0.608,-0.292,-0.767,-0.133
1856/10,-0.382,-0.441,-0.318,-0.531,-0.234,-0.630,-0.135,-0.539,-0.219,-0.674,-0.084
1856/11,-0.605,-0.648,-0.548,-0.750,-0.461,-0.814,-0.397,-0.757,-0.445,-0.861,-0.341
1856/12,-0.447,-0.508,-0.381,-0.598,-0.296,-0.701,-0.193,-0.610,-0.283,-0.749,-0.144
1857/01,-0.515,-0.566,-0.450,-0.664,-0.366,-0.846,-0.184,-0.671,-0.353,-0.880,-0.145
1857/02,-0.326,-0.379,-0.266,-0.472,-0.179,-0.691,0.040,-0.482,-0.161,-0.721,0.077
1857/03,-0.429,-0.488,-0.380,-0.576,-0.282,-0.686,-0.172,-0.587,-0.272,-0.730,-0.128
1857/04,-0.637,-0.699,-0.576,-0.783,-0.492,-0.835,-0.440,-0.797,-0.481,-0.892,-0.386
1857/05,-0.564,-0.629,-0.512,-0.707,-0.420,-0.778,-0.349,-0.720,-0.412,-0.830,-0.302
1857/06,-0.310,-0.378,-0.256,-0.451,-0.168,-0.494,-0.125,-0.465,-0.159,-0.552,-0.072
1857/07,-0.540,-0.593,-0.484,-0.685,-0.395,-0.745,-0.335,-0.694,-0.386,-0.796,-0.283
1857/08,-0.324,-0.374,-0.271,-0.470,-0.178,-0.598,-0.050,-0.479,-0.170,-0.639,-0.010
1857/09,-0.383,-0.441,-0.334,-0.531,-0.235,-0.645,-0.121,-0.540,-0.224,-0.688,-0.076
1857/10,-0.467,-0.529,-0.410,-0.615,-0.319,-0.704,-0.230,-0.627,-0.308,-0.753,-0.181
1857/11,-0.663,-0.721,-0.610,-0.818,-0.508,-0.890,-0.436,-0.828,-0.497,-0.944,-0.382
1857/12,-0.348,-0.415,-0.292,-0.499,-0.196,-0.632,-0.063,-0.515,-0.188,-0.679,-0.023
1858/01,-0.529,-0.581,-0.462,-0.679,-0.380,-0.872,-0.186,-0.687,-0.365,-0.905,-0.148
1858/02,-0.699,-0.753,-0.638,-0.846,-0.552,-1.030,-0.369,-0.858,-0.535,-1.065,-0.329
1858/03,-0.541,-0.611,-0.492,-0.683,-0.399,-0.802,-0.280,-0.699,-0.390,-0.848,-0.240
1858/04,-0.507,-0.570,-0.434,-0.662,-0.352,-0.709,-0.305,-0.674,-0.339,-0.769,-0.244
1858/05,-0.644,-0.712,-0.591,-0.795,-0.493,-0.862,-0.427,-0.809,-0.485,-0.918,-0.376
1858/06,-0.569,-0.641,-0.510,-0.724,-0.415,-0.776,-0.363,-0.739,-0.407,-0.837,-0.308
1858/07,-0.324,-0.377,-0.264,-0.479,-0.168,-0.528,-0.119,-0.490,-0.158,-0.587,-0.060
1858/08,-0.277,-0.332,-0.227,-0.425,-0.128,-0.569,0.016,-0.434,-0.120,-0.608,0.055
1858/09,-0.336,-0.399,-0.286,-0.495,-0.177,-0.611,-0.060,-0.506,-0.169,-0.660,-0.014
1858/10,-0.198,-0.266,-0.141,-0.373,-0.022,-0.441,0.045,-0.385,-0.013,-0.505,0.108
1858/11,-0.634,-0.693,-0.580,-0.798,-0.470,-0.873,-0.395,-0.809,-0.461,-0.931,-0.339
1858/12,-0.298,-0.362,-0.237,-0.459,-0.137,-0.579,-0.018,-0.472,-0.126,-0.628,0.031
1859/01,-0.304,-0.362,-0.239,-0.461,-0.146,-0.695,0.088,-0.470,-0.132,-0.728,0.125
1859/02,-0.177,-0.236,-0.117,-0.331,-0.022,-0.564,0.211,-0.348,-0.012,-0.602,0.243
1859/03,-0.315,-0.389,-0.268,-0.482,-0.149,-0.595,-0.035,-0.496,-0.141,-0.649,0.014
1859/04,-0.189,-0.259,-0.119,-0.367,-0.011,-0.404,0.026,-0.378,0.002,-0.475,0.099
1859/05,-0.301,-0.374,-0.246,-0.473,-0.130,-0.520,-0.082,-0.484,-0.121,-0.586,-0.017
1859/06,-0.243,-0.321,-0.187,-0.414,-0.072,-0.446,-0.041,-0.430,-0.064,-0.520,0.026
1859/07,-0.280,-0.343,-0.219,-0.453,-0.107,-0.492,-0.068,-0.463,-0.097,-0.560,-0.000
1859/08,-0.102,-0.177,-0.051,-0.260,0.055,-0.370,0.166,-0.273,0.061,-0.421,0.210
1859/09,-0.587,-0.652,-0.535,-0.766,-0.408,-0.860,-0.314,-0.774,-0.399,-0.918,-0.255
1859/10,-0.256,-0.320,-0.201,-0.429,-0.083,-0.502,-0.009,-0.441,-0.075,-0.565,0.049
1859/11,-0.306,-0.374,-0.253,-0.484,-0.127,-0.573,-0.038,-0.497,-0.118,-0.635,0.021
1859/12,-0.365,-0.435,-0.304,-0.532,-0.198,-0.668,-0.062,-0.546,-0.188,-0.719,-0.015
1860/01,-0.179,-0.236,-0.119,-0.340,-0.018,-0.567,0.208,-0.350,-0.007,-0.603,0.245
1860/02,-0.420,-0.473,-0.358,-0.590,-0.249,-0.789,-0.051,-0.603,-0.239,-0.832,-0.009
1860/03,-0.621,-0.693,-0.564,-0.789,-0.452,-0.940,-0.301,-0.804,-0.443,-0.990,-0.255
1860/04,-0.328,-0.390,-0.259,-0.495,-0.160,-0.546,-0.110,-0.507,-0.147,-0.609,-0.045
1860/05,-0.283,-0.359,-0.231,-0.454,-0.111,-0.517,-0.048,-0.466,-0.101,-0.580,0.015
1860/06,-0.293,-0.370,-0.239,-0.470,-0.117,-0.504,-0.083,-0.485,-0.110,-0.579,-0.015
1860/07,-0.113,-0.179,-0.061,-0.279,0.053,-0.316,0.090,-0.290,0.060,-0.383,0.154
1860/08,-0.192,-0.259,-0.136,-0.353,-0.030,-0.481,0.098,-0.364,-0.022,-0.529,0.143
1860/09,-0.233,-0.292,-0.175,-0.404,-0.062,-0.509,0.044,-0.412,-0.050,-0.562,0.099
1860/10,-0.188,-0.254,-0.134,-0.357,-0.019,-0.438,0.062,-0.374,-0.012,-0.501,0.116
1860/11,-0.502,-0.570,-0.444,-0.669,-0.335,-0.761,-0.243,-0.681,-0.325,-0.817,-0.188
1860/12,-0.740,-0.820,-0.676,-0.915,-0.565,-1.099,-0.381,-0.931,-0.555,-1.147,-0.337
1861/01,-0.859,-0.927,-0.795,-1.031,-0.686,-1.296,-0.421,-1.045,-0.674,-1.334,-0.384
1861/02,-0.480,-0.546,-0.407,-0.647,-0.312,-0.971,0.012,-0.661,-0.295,-1.002,0.046
1861/03,-0.455,-0.545,-0.392,-0.643,-0.267,-0.864,-0.046,-0.662,-0.254,-0.914,-0.000
1861/04,-0.366,-0.448,-0.302,-0.561,-0.170,-0.620,-0.111,-0.580,-0.161,-0.700,-0.040
1861/05,-0.736,-0.840,-0.675,-0.933,-0.539,-0.990,-0.482,-0.951,-0.529,-1.070,-0.409
1861/06,-0.156,-0.244,-0.087,-0.332,0.020,-0.408,0.096,-0.350,0.034,-0.474,0.160
1861/07,-0.205,-0.307,-0.134,-0.372,-0.037,-0.456,0.047,-0.388,-0.018,-0.515,0.109
1861/08,-0.084,-0.161,-0.032,-0.259,0.092,-0.392,0.225,-0.276,0.096,-0.450,0.271
1861/09,-0.321,-0.392,-0.260,-0.495,-0.148,-0.625,-0.018,-0.509,-0.137,-0.678,0.034
1861/10,-0.344,-0.419,-0.296,-0.518,-0.171,-0.645,-0.043,-0.538,-0.165,-0.704,0.004
1861/11,-0.426,-0.495,-0.375,-0.601,-0.251,-0.741,-0.111,-0.617,-0.241,-0.795,-0.061
1861/12,-0.227,-0.323,-0.150,-0.401,-0.054,-0.638,0.183,-0.420,-0.040,-0.681,0.223
1862/01,-0.721,-0.802,-0.654,-0.908,-0.535,-1.252,-0.191,-0.926,-0.524,-1.292,-0.157
1862/02,-0.715,-0.793,-0.646,-0.904,-0.527,-1.293,-0.138,-0.923,-0.516,-1.331,-0.107
1862/03,-0.397,-0.471,-0.337,-0.586,-0.208,-0.781,-0.014,-0.601,-0.198,-0.832,0.035
1862/04,-0.235,-0.306,-0.161,-0.428,-0.043,-0.483,0.012,-0.441,-0.028,-0.556,0.088
1862/05,-0.219,-0.294,-0.163,-0.396,-0.043,-0.458,0.020,-0.408,-0.030,-0.524,0.086
1862/06,-0.335,-0.409,-0.275,-0.510,-0.161,-0.556,-0.114,-0.522,-0.150,-0.625,-0.047
1862/07,-0.342,-0.418,-0.284,-0.522,-0.163,-0.584,-0.101,-0.535,-0.155,-0.652,-0.038
1862/08,-0.686,-0.771,-0.631,-0.860,-0.512,-0.986,-0.385,-0.878,-0.507,-1.045,-0.339
1862/09,-0.418,-0.480,-0.362,-0.589,-0.246,-0.721,-0.115,-0.601,-0.234,-0.772,-0.063
1862/10,-0.397,-0.486,-0.337,-0.573,-0.221,-0.739,-0.055,-0.593,-0.212,-0.793,-0.010
1862/11,-0.731,-0.815,-0.681,-0.923,-0.540,-1.094,-0.369,-0.941,-0.532,-1.152,-0.319
1862/12,-0.822,-0.922,-0.745,-1.007,-0.637,-1.246,-0.397,-1.031,-0.625,-1.298,-0.357
1863/01,0.147,0.084,0.215,-0.046,0.341,-0.377,0.671,-0.058,0.355,-0.414,0.712
1863/02,-0.024,-0.097,0.051,-0.221,0.173,-0.568,0.520,-0.238,0.183,-0.611,0.556
1863/03,-0.370,-0.443,-0.314,-0.563,-0.177,-0.759,0.019,-0.577,-0.168,-0.812,0.068
1863/04,-0.214,-0.289,-0.146,-0.406,-0.021,-0.474,0.047,-0.421,-0.010,-0.547,0.117
1863/05,-0.325,-0.397,-0.274,-0.505,-0.145,-0.567,-0.084,-0.519,-0.136,-0.635,-0.019
1863/06,-0.390,-0.462,-0.322,-0.573,-0.207,-0.618,-0.161,-0.586,-0.196,-0.691,-0.090
1863/07,-0.425,-0.509,-0.360,-0.612,-0.238,-0.674,-0.177,-0.627,-0.226,-0.746,-0.107
1863/08,-0.319,-0.402,-0.263,-0.505,-0.133,-0.626,-0.013,-0.520,-0.126,-0.687,0.042
1863/09,-0.349,-0.418,-0.286,-0.534,-0.165,-0.664,-0.035,-0.548,-0.153,-0.721,0.021
1863/10,-0.385,-0.459,-0.330,-0.579,-0.192,-0.732,-0.038,-0.599,-0.186,-0.796,0.012
1863/11,-0.327,-0.400,-0.273,-0.529,-0.126,-0.671,0.016,-0.544,-0.119,-0.735,0.073
1863/12,-0.312,-0.398,-0.223,-0.503,-0.122,-0.729,0.105,-0.521,-0.107,-0.779,0.152
1864/01,-0.893,-0.964,-0.825,-1.087,-0.700,-1.413,-0.373,-1.097,-0.686,-1.451,-0.332
1864/02,-0.601,-0.675,-0.533,-0.792,-0.410,-1.112,-0.090,-0.810,-0.400,-1.156,-0.054
1864/03,-0.520,-0.600,-0.458,-0.712,-0.327,-0.893,-0.147,-0.725,-0.316,-0.946,-0.094
1864/04,-0.542,-0.607,-0.470,-0.734,-0.351,-0.773,-0.312,-0.742,-0.334,-0.845,-0.230
1864/05,-0.423,-0.515,-0.364,-0.611,-0.236,-0.679,-0.167,-0.627,-0.225,-0.751,-0.100
1864/06,-0.170,-0.248,-0.113,-0.350,0.011,-0.387,0.048,-0.364,0.020,-0.462,0.118
1864/07,-0.134,-0.217,-0.070,-0.311,0.044,-0.364,0.096,-0.328,0.053,-0.436,0.161
1864/08,-0.298,-0.382,-0.245,-0.474,-0.123,-0.585,-0.011,-0.492,-0.119,-0.647,0.037
1864/09,-0.429,-0.500,-0.368,-0.617,-0.241,-0.759,-0.099,-0.630,-0.229,-0.815,-0.043
1864/10,-0.712,-0.799,-0.654,-0.902,-0.523,-1.040,-0.385,-0.920,-0.515,-1.102,-0.332
1864/11,-0.457,-0.533,-0.403,-0.641,-0.273,-0.750,-0.165,-0.656,-0.265,-0.812,-0.109
1864/12,-0.574,-0.657,-0.495,-0.755,-0.392,-0.960,-0.187,-0.771,-0.379,-1.008,-0.141
1865/01,-0.124,-0.199,-0.047,-0.306,0.058,-0.657,0.409,-0.322,0.072,-0.693,0.443
1865/02,-0.605,-0.694,-0.535,-0.790,-0.421,-1.251,0.040,-0.813,-0.410,-1.287,0.065
1865/03,-0.617,-0.704,-0.552,-0.815,-0.419,-1.027,-0.207,-0.831,-0.407,-1.080,-0.157
1865/04,-0.200,-0.280,-0.130,-0.394,-0.006,-0.438,0.039,-0.411,0.004,-0.520,0.113
1865/05,-0.258,-0.346,-0.193,-0.443,-0.073,-0.511,-0.005,-0.457,-0.060,-0.580,0.064
1865/06,-0.253,-0.339,-0.191,-0.432,-0.075,-0.493,-0.014,-0.447,-0.063,-0.561,0.053
1865/07,-0.119,-0.209,-0.048,-0.314,0.076,-0.366,0.128,-0.332,0.088,-0.446,0.203
1865/08,-0.214,-0.298,-0.153,-0.399,-0.029,-0.510,0.082,-0.414,-0.021,-0.572,0.139
1865/09,-0.052,-0.130,0.015,-0.246,0.142,-0.385,0.280,-0.260,0.154,-0.444,0.339
1865/10,-0.296,-0.402,-0.234,-0.482,-0.109,-0.681,0.090,-0.510,-0.102,-0.741,0.132
1865/11,-0.198,-0.290,-0.142,-0.388,-0.009,-0.551,0.154,-0.406,0.001,-0.609,0.206
1865/12,-0.322,-0.407,-0.248,-0.509,-0.136,-0.715,0.071,-0.528,-0.124,-0.767,0.116
1866/01,0.034,-0.054,0.114,-0.145,0.212,-0.471,0.538,-0.161,0.228,-0.507,0.575
1866/02,-0.201,-0.288,-0.132,-0.383,-0.018,-0.713,0.312,-0.406,-0.008,-0.756,0.343
1866/03,-0.610,-0.696,-0.538,-0.803,-0.416,-0.976,-0.243,-0.817,-0.399,-1.029,-0.186
1866/04,-0.243,-0.335,-0.175,-0.421,-0.065,-0.508,0.022,-0.444,-0.051,-0.577,0.083
1866/05,-0.525,-0.630,-0.463,-0.703,-0.348,-0.800,-0.251,-0.726,-0.334,-0.866,-0.192
1866/06,0.126,0.031,0.190,-0.051,0.304,-0.115,0.368,-0.073,0.316,-0.187,0.432
1866/07,0.038,-0.053,0.108,-0.136,0.213,-0.208,0.285,-0.158,0.226,-0.278,0.347
1866/08,-0.260,-0.350,-0.195,-0.434,-0.085,-0.559,0.039,-0.455,-0.075,-0.619,0.090
1866/09,-0.217,-0.304,-0.147,-0.388,-0.046,-0.535,0.101,-0.405,-0.029,-0.586,0.153
1866/10,-0.404,-0.504,-0.336,-0.581,-0.226,-0.753,-0.054,-0.605,-0.213,-0.808,-0.007
1866/11,-0.288,-0.377,-0.221,-0.473,-0.103,-0.667,0.092,-0.491,-0.090,-0.719,0.140
1866/12,-0.328,-0.427,-0.256,-0.514,-0.143,-0.778,0.121,-0.541,-0.132,-0.829,0.159
1867/01,-0.329,-0.429,-0.244,-0.527,-0.132,-0.845,0.186,-0.545,-0.118,-0.888,0.227
1867/02,0.043,-0.046,0.121,-0.134,0.220,-0.541,0.628,-0.154,0.236,-0.574,0.658
1867/03,-0.715,-0.810,-0.649,-0.883,-0.547,-1.110,-0.320,-0.902,-0.534,-1.153,-0.281
1867/04,-0.244,-0.329,-0.174,-0.411,-0.076,-0.492,0.004,-0.433,-0.062,-0.557,0.063
